,name,beer_style,brewery,rating,num_ratings,abv,date_added,beer_desc,not_available
21,Lord Jim,Mead - Other,Schramm's Mead,4.27,667,14% ABV,03/14/16,"ord Jim represents an evolution of flavor for Schramm’s Ginger mead. Aged in hand-selected bourbon barrels, this mead typifies pure ginger root and floral honey accompanied by notes of vanilla, oak, and crème brûlée with a hint of smooth bourbon.",
22,With A Baseball Bat (Mixed Berry),Mead - Other,Misbeehavin' Meads,4.26,712,13% ABV,12/04/18,"It’s peanut butter jelly time! This sweet mead leads off with a big smack of peanut butter before sliding into mixed berry jelly notes. Made with blackberries, raspberries, strawberries, blueberries, concord grapes, peanuts and honey.",
23,Barrel-Aged Cinnamon La Hire,Mead - Other,Pips Meadery,4.26,296,12% ABV,07/27/19,Cranberry Mead with Cinnamon Aged in Used Bourbon Barrel,
24,Utopian,Mead - Other,Moonlight Meadery,4.25,778,16.9% ABV,06/17/11,"Mead aged and fermented in Utopias barrels from 3 months to 5 years. Each barrel is unique. 

Batch #8 was aged for 4 years,
Batch #9 was aged for 5 years, batch #10, will be released in 2021",
25,Bourbon Barrel Aged French Toast,Mead - Other,Kuhnhenn Brewing Company,4.25,980,14.5% ABV,11/16/13,Barrel Aged still m,
26,Weight of the World,Mead - Other,Black Heath Meadery,4.25,788,14% ABV,05/19/17,"Out of the darkness, a sweet vibrant concoction sure to sweeten your day or night. We aged honey for four months in Buffalo Trace bourbon barrels then added a copious amount of Madagascar vanilla beans.

A gift from the heart of Scott's Addition, a collaboration with our friends at The Veil Brewing Co.",
27,La Petite Mort,Mead - Other,Superstition Meadery,4.24,"1,288",13% ABV,02/07/19,"BDSM with raspberries & cacao nibs, aged in Toppling Goliath Assassin Imperial Stout barrels.",
28,Levitation,Mead - Other,Pips Meadery,4.23,462,14% ABV,04/20/18,"Wild Blueberry Mead with Peppermint Leaves, aged on vermouth stav",
29,Presto,Mead - Other,Pips Meadery,4.22,358,14% ABV,05/13/17,Mead made with raspberries vanilla and cacao nib,
30,Pear Turnover,Mead - Other,Pips Meadery,4.21,244,14% ABV,12/09/17,"Pear mead made with Graham Cracker, Vanilla Beans & Cinnamon",
31,Royalty,Mead - Other,Pips Meadery,4.21,328,12% ABV,10/06/18,Blood Orange Mead with Vanilla Bean,
32,Super Scoop,Mead - Other,Superstition Meadery,4.21,662,14% ABV,03/10/18,"Double barrel Neapolitan style mead made with Strawberries, vanilla and cacao.",
33,With A Baseball Bat (Raspberry),Mead - Other,Misbeehavin' Meads,4.19,775,12.5% ABV,06/10/17,"It’s peanut butter jelly time! This sweet mead leads off with a big smack of peanut butter before sliding into raspberry jelly notes. Long, long finish reminiscent of PB&J.",
34,Holiday,Mead - Other,Boneflower Craft Mead,4.19,431,13% ABV,12/24/18,"A holiday inspired mead made just in time to be enjoyed with friends , family and any other loved ones. Holiday is a Cherry & Apple mead with Ceylon Cinnamon we sourced straight from Sri Lanka & Madagascar Vanilla Beans with other natural flavor added . At 13% ABV this is a fun mead with a well balanced amount of cherries and apples finished off by cinnamon & touches of vanilla & graham cracker notes.",
35,Grand Cuvée,Mead - Other,Superstition Meadery,4.19,429,13.5% ABV,11/06/16,A special blend of our White Series.,
36,The Man With the Axe (R&D),Mead - Other,Pips Meadery,4.18,276,14% ABV,08/05/16,"14% honey wine with Montmorency cherries, Tahitian vanilla beans and vermouth soaked oak chips.",
37,Moiety,Mead - Other,Pips Meadery,4.18,357,14% ABV,01/10/19,Mango mead with Vanilla Bean,
38,With A Baseball Bat (Concord Grape),Mead - Other,Misbeehavin' Meads,4.18,751,13% ABV,07/02/18,"It's peanut butter jelly time! This sweet mead leads off with a big smack of peanut butter before sliding into concord grape jelly notes. Long, long finish reminiscent of PB&J.",
39,‪#‎DragonsAreReal‬,Mead - Other,B. Nektar Meadery,4.18,"3,472",14% ABV,10/19/14,"Mead with Cherry juice, chipotle peppers and cacao nibs aged in Hew Holland Dragon's Milk barrels.

Thanks @newhollandbrew for the #dragonsmilk barrels. Made a gr8 home 4 #ChocolateCherryChipotle #dragonsarereal 
We won’t miss ur next G of T party @StephenAtHome. #colbertnation #dragonsarereal
@BNektar knows that it takes but little fire to impart a rich snowy charter. 
*SMOKY character
#damnautocorrect
#dragonsarereal

In the game of toasts, you sip
or you honey wine. 
Cheers!",
40,Fade,Mead - Other,Pips Meadery,4.18,180,14% ABV,03/03/20,"Fade is a version of the Raspberry Prestige recipe that was aged in Used Barrels with a light dose of Madagascar Vanilla beans. With a slightly quicker finish than other raspberry meads we've made due to the additional drying nature of the oak presence, a slight note of creamy vanilla ties the final lingering notes back together. Tucked away in the profile is a bit of char, chocolate and nuttiness from the moderate aging time.",
41,Session 004 - PB&J,Mead - Other,Standard Meadery,4.18,493,6% ABV,07/02/20,Session mead with Concord Grape & Peanut,
42,Presto Chango,Mead - Other,Pips Meadery,4.18,250,14% ABV,05/25/19,"pberry mead with Cacao Nibs and Vanilla beans, aged in KBBS Barrel",
43,Kentucky BBanana Split,Mead - Other,Pips Meadery,4.17,287,14% ABV,08/26/19,"Banana Mead with Cacao Nibs and Vanilla Beans, aged in Used barrels for 11 months.",1.0
44,Overboard,Mead - Other,Pips Meadery,4.17,231,14% ABV,12/06/18,"Mead with Strawberry, Banana and Vanilla Bean",
45,The Man With the Axe,Mead - Other,Pips Meadery,4.17,349,14% ABV,05/03/19,"14% Montmorency Cherry Mead with Madagascar Vanilla Beans, aged on Vermouth Stav",
46,Cherion,Mead - Other,Superstition Meadery,4.17,934,13% ABV,03/25/18,"Cherry, Blackberry, Raspberry, Blueberry Mead",
47,Strawberry Bourbon Pancake,Mead - Other,Pips Meadery,4.16,173,14% ABV,12/09/17,"14% honey wine with Strawberries, Maple Syrup, Marshmallow, Cinnamon, Bourbon soaked Oak Chips, and Natural Flavor",
48,"Session 005 - Blood Orange, Passion Fruit, Pineapple",Mead - Other,Standard Meadery,4.16,490,6% ABV,07/02/20,"Session mead with blood orange, passion fruit, pineappl",
49,Chocolate Grand Cru Berry,Mead - Other,Superstition Meadery,4.15,455,13.5% ABV,11/12/17,Berry White Grand Cru with extra chocolat,
0,Slow Heavy Jam,Mead - Pyment,Boneflower Craft Mead,4.3,516,13% ABV,02/09/18,"A fan favorite from our pre-commercial days, this version has been upgraded in every way we could. Made with an incredible Wildflower honey once again sourced from Sleeping Bear Farms & Concord grape straight from California. This jammy 13% ABV sweet mead has an intense Concord grape flavor that pairs perfectly with the Wildflower honey.",
1,Black Forest,Mead - Pyment,Garagiste Meadery,4.29,896,14% ABV,11/09/18,"A pyment hybrid inspired by the dessert of the same name. Australian Pinot Noir plus a blend of cherries meet freshly roasted cacao nibs for a decadent chocolate and dark fruit experience.

Gold - Mazer Cup International 2019
Silver - Finger Lakes International Wine Competition 2019",
2,Ol Lenurb Di Tamiami (Brunello Di Tamiami),Mead - Pyment,Garagiste Meadery,4.28,935,14% ABV,08/16/16,"A pyment made from Italian Brunello Sangiovese wine grapes and locally produced Florida honey.

Silver - Texas Mead Cup 2016
Gold - Orpheus Mead Cup 2016
Gold - Domras Cup 2017",
3,Drop Bear,Mead - Pyment,Garagiste Meadery,4.24,775,14% ABV,06/15/18,"They lurk among the trees. A ravenous carnivorous species of koalas known to drop down on their unsuspecting prey. Look up, stay alive.

A sweet pyment made with a blend of Australian Shiraz and Viognier grapes and locally produced Florida honey. Extended aging on the skins for bolder acidity and a blend of American, Hungarian and French Oak for assertive tannins.

Bottled in 2018 and retired immediately thereafter. One and done.

Gold - Best Florida Beer Pro Competition 

Silver - Mazer Cup International 2019

Best of Show - Best Florida Beer Pro Competition",
4,En Orama Di Tamiami,Mead - Pyment,Garagiste Meadery,4.22,689,14% ABV,10/06/16,"A pyment style mead made with Italian Amarone wine grapes and aged on raisins and oak.

Bronze - National Honey Board 2019",
5,Can't You Hear the Thunder?,Mead - Pyment,Garagiste Meadery,4.2,"1,038",14% ABV,03/09/17,"A pyment made with locally produced honey and a blend of Australian Cabernet, Shiraz and Merlot wine grapes.

Best of Show Mead/Cider - Best Florida Beer Pro Competition 2018",
6,Cali Cotton (R&D),Mead - Pyment,Pips Meadery,4.18,292,12% ABV,09/10/16,12% Orange Blossom Pyment made with Cotton Candy grapes from Californi,
7,Cali Cotton (White Cap - Sept 2018),Mead - Pyment,Pips Meadery,4.17,301,12% ABV,09/28/18,12% Pyment made with Cotton Candy Grap,
8,Vanilla Aphrodisia,Mead - Pyment,Superstition Meadery,4.14,696,13% ABV,07/23/16,Pinot Noir with wildflower honey and vanilla beans.,
9,Chocolate Raspberry Port Pyment,Mead - Pyment,Kuhnhenn Brewing Company,4.09,387,15% ABV,12/21/12,,
10,Aphrodisia Batch 20,Mead - Pyment,Superstition Meadery,4.08,429,13% ABV,12/11/18,"Aphrodisia Batch 20 is made with Arizona Mesquite honey and California Syrah grapes, and aged for 12 months in American oak barrels that previously held White Series and Aphrodisia meads.",
11,Aphrodisia Batch 21,Mead - Pyment,Superstition Meadery,4.06,405,13% ABV,12/11/18,"Aphrodisia Batch 21 is made with Arizona Wildflower honey and California Cabernet grapes, and aged for 12 months in American oak barrels that previously held White Series and Aphrodisia meads.",
12,Southshore Sangria,Mead - Pyment,Garagiste Meadery,4.03,344,13% ABV,01/24/17,"A melomel made with Malbec grapes, tart cherries, apples and fresh Florida citrus (Oranges, Lemon, & Limes)",
13,Heavy Meadow,Mead - Pyment,Lost Cause Meadery,4.02,223,12% ABV,07/28/19,"Meadow foam blossom mead with blackberries, and Petite Sirah grapes.",
14,Cali Cotton (Green Cap - Feb 2019),Mead - Pyment,Pips Meadery,3.99,202,12% ABV,03/17/19,12% Cotton Candy Grape Mead with a heavy handed honey approach in the recipe as compared to the White Cap Version,
15,Saturnalia,Mead - Pyment,Superstition Meadery,3.98,743,12% ABV,03/25/18,Zinfindel and Cherry Pyment aged in heavy toast new american oak.,
16,Aphrodisia Cuvée,Mead - Pyment,Superstition Meadery,3.97,230,13% ABV,12/11/18,"pecially curated blend aged in American oak barrels which previously held the White Series and Aphrodisia. We made this by pulling 750 ml samples from 22 barrels. We then invited 19 friends, industry members and staff to a blending event. We divided up into 4 teams and each group developed their favorite blend. We then did a blind tasting and voted to determine the best. We think you will like what we came up with!",
17,Frost III,Mead - Pyment,Misbeehavin' Meads,3.97,195,12.5% ABV,11/27/19,"This full-bodied, sweet mead is made with Vidal Blanc grapes that were frozen on the vine before fermentation and orange blossom honey. The result is full of peach and tropical fruit with a perfectly balanced, honey-like sweetness. Ideal for after-dinner sipping.",
18,Aphrodisia Batch 11,Mead - Pyment,Superstition Meadery,3.94,242,13% ABV,03/04/16,"This batch of Aphrodisia (red wine grape pyment) was made by blending 3 sixty gallon New American Oak barrels of Aphrodisia equally, including the ingredients of Arizona Mesquite honey, Arizona Wildflower honey, and 3 California wine grape varietals (Cabernet, Pinot Noir & Syrah). Aphrodisia Batch 0611 on the Bottle.",
19,Aphrodisia Batch 14,Mead - Pyment,Superstition Meadery,3.93,637,16% ABV,06/29/13,Syrah grapes and Arizonan Mesquite Honey,
20,Eulalia,Mead - Pyment,Garagiste Meadery,3.91,172,14% ABV,07/02/20,Imported Mataro grapes from Spain blended with organic honey then fermented with a combination of Saccharomyces and non-Saccharomyces strains. Aged on a blend of Oak and finished on the cusp of semi-sweet to sweet.,
21,Aphrodisia (LDO BA),Mead - Pyment,Superstition Meadery,3.9,156,13% ABV,03/25/18,Aphrodisia aged in Lagrimas de Oro barrels.,
22,Aphrodisia Batch 09,Mead - Pyment,Superstition Meadery,3.89,179,14% ABV,05/17/15,Pyment with Cabernet and Syrah grapes.,
23,Narcissist,Mead - Pyment,Та-Та,3.88,406,10.1% ABV,04/03/19,Semi-dry white honey wine. Blended and fermented for Nelson Sauvin bar.,
24,Cabinet of Curiosities,Mead - Pyment,Misbeehavin' Meads,3.86,151,12.5% ABV,09/26/18,"*Previously known as Cabernet of Curiosities.*

This semi-sweet mead has a strong grape wine character with notes of elderberry, cherry, and grape jelly. Secondary notes of clove, allspice and anise. Made with Cabernet, Concord, and Sauvignon grapes, wildflower and alfalfa blossom honeys and cloves, cinnamon and nutmeg.",1.0
25,Chocolate Orange Port Pyment,Mead - Pyment,Kuhnhenn Brewing Company,3.86,184,15% ABV,12/30/12,,
26,OM,Mead - Pyment,Meridian Hive,3.85,151,14.5% ABV,03/21/15,"Orange muscat grapes, orange blossom honey",
27,Snow Melt,Mead - Pyment,Superstition Meadery,3.84,527,15% ABV,04/30/16,Chardonnay with Wildflower Honey,
28,Gin Barrel Aged Scurvy Shyster Bastard,Mead - Pyment,B. Nektar Meadery,3.83,229,12% ABV,08/01/15,Hopped grapefruit Gewürztraminer pyment.,
29,Abstract Plain,Mead - Pyment,Misbeehavin' Meads,3.82,173,12% ABV,04/06/19,"Gewürztraminer and Riesling grapes, cantaloupe, orange blossom honey and Cashmere hops make up this semi-sweet fizzy mead. Spicy, tropical grapes and lemon/lime citrus notes dominate with melon and bubblegum in finish. Is it up or down? I want to live on an abstract plain!",
30,Scurvy Shyster Bastard,Mead - Pyment,B. Nektar Meadery,3.8,"2,186",12% ABV,02/21/15,"Honey and Gewurztraminer grapes with elder flowers, hops and grapefruit.
We were somewhere around Detroit, on the edge of the city, when the fermentation began to take hold. In the tank we had hundreds of pounds of honey, gallons of white grape juice, a whole galaxy of multi-colored elder flowers, hops, grapefruit zest... Also liters of fresh grapefruit juice and water. Not that we needed it all for this batch but when you’re a maker at B. Nektar, the tendency is to push it as far as you can. And why not? If a drink is worth making, it’s worth making right.

This is B. Country",
31,Chamber of Sin,Mead - Pyment,The Colony Meadery,3.76,153,15.5% ABV,01/19/15,Mead made with local chambourcin grap,
32,Wildberry Pyment,Mead - Pyment,B. Nektar Meadery,3.76,"2,156",15% ABV,07/15/11,"A ‘Pyment’ (pie-ment) is a mead made with grapes. This one is made with clover honey, shiraz grape juice, and natural wildberry concentrate. It is full bodied and semi-sweet. Makes a great sangria or try it over ice as a spritzer.",
